code,name,address,latitude,longitude,is_active
52130843,"DROGUERIA NUEVA REAL .","CL 71 I N 27 H - 09 SUR BRR EL PARAISO",4.55085830,-74.16138830,1
52190595,"DISTRIBUIDORA MAXXMEDIC .","CL 31 D N0 19 - 48 SUR",4.57885170,-74.11340670,1
52192995,"MEDISALITRE MB","CR 97 A BIS A N0 158 - 07 SUBA",4.75715230,-74.08337620,1
52225603,"DROGUERIA FARMAYOLI.HM","CR 13 N0 27 - 20 SUR BRR GUSTAVO RESTREPO",4.57929330,-74.12352830,1
52225816,"DROGUERIA NUEVA JERUSALEM .","CLL. 72 C # 48 - 10 SUR JERUSALEM",4.58785200,-74.16703870,1
52269327,"DROGUERIA MOECHI","CL 134 A N0 150 A - 04 SAN PABLO",4.74476310,-74.12046710,1
52336737,"PATYFARMA .","CLL. 69 # 93 - 04 LA FLORIDA",4.69558660,-74.11386920,1
52369996,"DROGAS JM LA 40 .","CLL. 40 # 20 - 35 SUR",4.57723330,-74.11985500,1
52412139,"AR DROGUERIAS ICATA .","CL 156 N0 8 F - 40 LC 2",4.68946790,-74.11544760,1
52412853,"DROGUERIA PHARMA EXPRESS PLUSS .","CR 2 A N0 25 C - 64",4.58293880,-74.20818660,1
52423877,"DROGUERIA LA 57","CL 57 A SUR N0 80 - 41 CLASS ROMA",4.61370500,-74.17643500,1
52444072,"DROGUERIA SERVI-SALUD LA 14 .","CL 13 N0 11-16",4.58556330,-74.21993830,1
52456511,"DROGUERIA PHARMA EVOLUTION","CRA 24 N0 32 SUR - 60 LOC 2",4.62627340,-74.10795950,1
52462191,"DROGUERIA SONIA","CR 26 N0 76 - 17 SUR",4.54107770,-74.15579980,1
